,peso
216,1.446028123077973
217,0.9937482825909798
218,0.9537227316863892
219,0.9236548699651753
220,0.9236548699651753
221,0.9937482825909798
222,1.3840978174045426
223,0.8383475207491008
224,1.1096761667859476
225,0.9009195304158544
226,0.8383475207491008
227,1.3320282618301675
228,
229,1.1203001288607153
230,1.295760141590918
231,1.3320282618301675
232,1.0136492983706644
233,
234,0.9065637291297284
235,2.2063685618814945
236,0.830060491100663
237,0.7724265687266476
238,
239,0.9483333626313541
240,0.9537227316863892
241,
242,0.808303652084451
243,
244,
245,0.8473749268196734
246,0.8127042159920195
247,0.8481195170074982
248,1.0756972254868906
249,
250,0.7541282131761298
251,
252,1.029288822525004
253,0.9498153753472102
254,0.7282498266657648
255,
256,0.9946214913642932
257,0.7947090035914443
258,0.8127042159920195
259,0.7541282131761298
260,1.8560515914726958
261,
262,1.029288822525004
263,1.1203001288607153
264,1.2402901920113742
265,1.3320282618301675
266,2.2063685618814945
267,0.8127042159920195
268,0.621714775610127
269,1.3840978174045426
270,0.7354186112273943
271,0.7724265687266476
272,
273,0.8861709220453228
274,0.7852651643995509
275,1.1244312839997057
276,0.9009195304158544
277,0.9889392596674208
278,1.0408578167777027
279,1.1484626547613603
280,1.1655897537690139
281,
282,0.9609299314846306
283,0.7282498266657648
284,
285,0.7541282131761298
286,0.9083131492522732
287,0.9839188625463811
288,
289,
290,0.9697133035586962
291,
292,0.8982895204935731
293,1.0889815214649183
294,0.8645529281625582
295,0.8906159414950875
296,
297,
298,1.0598416311805414
299,
300,0.8127042159920195
301,1.2841815306603723
302,1.092970861021536
303,
304,
305,
306,0.9355698273196454
307,
308,1.1188394442441143
309,0.8473749268196734
310,0.8127042159920195
311,
312,0.8473749268196734
313,
314,1.2011877644938567
315,1.2706102985109358
316,1.0504298120301352
317,
318,1.048948887246657
319,0.9498153753472102
320,
321,0.699712707617278
322,1.0756972254868906
323,1.1244312839997057
324,1.3403733270090687
325,
326,0.9839188625463811
327,
328,0.8481195170074982
329,1.0889815214649183
330,0.8127042159920195
331,
332,
333,1.241380037695732
334,
335,1.552055847636694
336,0.928369115510992
337,0.9697133035586962
338,
339,
340,1.2402901920113742
341,1.1831021430029447
342,
343,0.9236548699651753
344,
345,0.9498153753472102
346,1.1244312839997057
347,
348,
349,
350,1.1611774043244152
351,0.9946214913642932
352,
353,1.7678121728888463
354,0.8473749268196734
355,
356,
357,1.3641291892800125
358,0.9624185418247031
359,1.0598416311805414
360,0.8861709220453228
361,1.048948887246657
362,0.8722971593598836
363,
364,1.1695280447632397
365,1.1156700263524535
366,1.0652343971399827
367,1.3320282618301675
368,
369,
370,1.1747652781163622
371,0.8467125959830432
372,0.9937482825909798
373,1.241380037695732
374,0.9355698273196454
375,1.4650270111075632
376,0.9889392596674208
377,0.8645529281625582
378,0.9968386009263752
379,1.155261175771433
380,0.8618727111611928
381,
382,0.9479279367937642
383,0.8231310774434154
384,0.9937482825909798
385,1.1655897537690139
386,
387,0.9889392596674208
388,0.9355698273196454
389,
390,1.0598416311805414
391,1.0241591779693002
392,0.9968386009263752
393,1.0985203876930745
394,0.8618727111611928
395,0.8499265745709693
396,0.8961955889351001
397,1.239216264262984
398,1.0504298120301352
399,0.9498153753472102
400,0.699712707617278
401,0.768219311198313
402,
403,0.9960556805650966
404,0.9355698273196454
405,
406,0.9025114814081737
407,
408,0.8906159414950875
409,
410,
411,
412,0.9355698273196454
413,0.8618727111611928
414,0.8722971593598836
415,0.8473749268196734
416,1.0759794163225114
417,0.8473749268196734
418,
419,0.9624185418247031
420,1.290757892573823
421,0.9946214913642932
422,0.8473749268196734
423,0.9937482825909798
424,1.4650270111075632
425,1.3327761085671395
426,0.8906159414950875
427,0.9697133035586962
428,1.4650270111075632
429,1.0756972254868906
430,0.9498153753472102
431,
432,0.9697133035586962
433,1.295760141590918
434,0.8526836722854503
435,
436,1.3229848080822741
437,1.0241591779693002
438,1.2402901920113742
439,0.9537227316863892
440,1.092970861021536
441,0.8499265745709693
442,0.8127042159920195
443,1.029288822525004
444,1.2402901920113742
445,1.446028123077973
446,0.699712707617278
447,
448,0.984686529923491
449,0.9355698273196454
450,0.9937482825909798
451,1.2706102985109358
452,0.7395281091499754
453,0.9624185418247031
454,0.9937482825909798
455,0.8618727111611928
456,0.9537227316863892
457,1.3327761085671395
458,0.9937482825909798
459,0.9331401310538795
460,0.8906159414950875
461,1.1484626547613603
462,1.2402901920113742
463,0.9937482825909798
464,0.9889392596674208
465,
466,1.290033623079511
467,
468,0.9937482825909798
469,1.0241591779693002
470,
471,
472,0.9009195304158544
473,1.2402654936186772
474,
475,1.3403733270090687
476,1.0355738526356386
477,
478,
479,0.7541282131761298
480,
481,0.7971473374353616
482,0.7349238618495183
483,0.8383475207491008
484,0.999974047034032
485,0.621714775610127
486,
487,0.8906159414950875
488,1.0704193347838944
489,1.295760141590918
490,0.6916818660708081
491,
492,1.4347987623425729
493,0.9537227316863892
494,0.7852651643995509
495,0.9937482825909798
496,0.9355698273196454
497,
498,0.8473749268196734
499,0.9937482825909798
500,1.082169965922149
501,
502,1.029288822525004
503,1.143761800291074
504,0.8926968363905772
505,1.0357372459992058
506,0.9937482825909798
507,0.9937482825909798
508,1.4650270111075632
509,0.8906159414950875
510,0.926321759298577
511,
512,0.8926968363905772
513,1.0504298120301352
514,1.082169965922149
515,0.761245538376414
516,0.9498153753472102
517,0.9937482825909798
518,0.6821386187790544
519,0.8205792731105044
520,0.7819656313152047
521,1.0598416311805414
522,0.7282498266657648
523,0.8012103487252669
524,0.8205792731105044
525,1.2964597296811455
526,1.540295303016531
527,
528,1.290033623079511
529,0.9937482825909798
530,
531,
532,1.1831021430029447
533,0.8906159414950875
534,1.1320600098667362
535,
536,1.2011877644938567
537,1.4650270111075632
538,1.3641291892800125
539,0.7117540365747878
540,0.9483333626313541
541,
542,1.0999111163295796
543,1.0999111163295796
544,0.9937482825909798
545,1.2011877644938567
546,1.446028123077973
547,1.1320600098667362
548,
549,0.9537227316863892
550,0.801081059358955
551,1.2137154049189323
552,
553,
554,1.0357372459992058
555,1.0756972254868906
556,0.9937482825909798
557,0.9968386009263752
558,0.9083131492522732
559,
560,0.7349238618495183
561,1.1494718113893807
562,
563,0.9624185418247031
564,0.9946214913642932
565,1.082169965922149
566,0.9937482825909798
567,0.8646328759810094
568,0.7117540365747878
569,1.521943497007354
570,0.8913985276563825
571,0.9937482825909798
572,
573,
574,
575,0.9937482825909798
576,0.9155012939447458
577,
578,0.7972220833671885
579,0.9355698273196454
580,0.7852651643995509
581,0.984686529923491
582,0.8499265745709693
583,1.2259146761748467
584,
585,0.9355698273196454
586,0.621714775610127
587,0.9624185418247031
588,
589,1.295760141590918
590,0.9937482825909798
591,1.0241591779693002
592,0.9537227316863892
593,1.263132966985211
594,0.999974047034032
595,1.0241591779693002
596,0.8271587592699589
597,1.2402901920113742
598,
599,1.048948887246657
600,
601,1.2137154049189323
602,0.8906159414950875
603,
604,
605,0.8913985276563825
606,
607,1.295760141590918
608,1.4347987623425729
609,0.8499265745709693
610,
611,0.8906159414950875
612,1.1264181867561947
613,0.9996799583609051
614,
615,
616,
617,1.0652343971399827
618,
619,
620,0.768219311198313
621,0.8625376373025968
622,0.8127042159920195
623,1.2402901920113742
624,
625,1.029288822525004
626,
627,
628,0.9009195304158544
629,0.7971473374353616
630,1.1831021430029447
631,
632,0.9155012939447458
633,0.9918706778417603
634,1.029288822525004
635,1.290033623079511
636,0.872516386648287
637,0.9319825951894087
638,0.7947090035914443
639,0.8906159414950875
640,0.621714775610127
641,0.9497052790088754
642,0.9319825951894087
643,1.155261175771433
644,1.0999111163295796
645,1.3840978174045426
646,0.8495508839481009
647,0.9355698273196454
648,1.029288822525004
649,0.9331401310538795
650,
651,1.029288822525004
652,
653,0.9355698273196454
654,0.8127042159920195
655,0.8618727111611928
656,0.9355698273196454
657,1.0652343971399827
658,0.8625376373025968
659,
660,0.9498153753472102
661,1.46787604941993
662,0.8625376373025968
663,0.8861709220453228
664,
665,1.0756972254868906
666,0.9537227316863892
667,0.9996799583609051
668,0.8861709220453228
669,0.7191350531930303
670,1.1695280447632397
671,0.8763315642670002
672,
673,
674,1.1122552591021588
675,1.2402654936186772
676,1.4347987623425729
677,1.1484626547613603
678,1.2011877644938567
679,0.7772657678988047
680,
681,1.0652343971399827
682,0.8906159414950875
683,
684,0.9624185418247031
685,0.8473749268196734
686,0.8906159414950875
687,0.8127042159920195
688,0.9479279367937642
689,1.029288822525004
690,0.8206598750765046
691,0.9937482825909798
692,1.3320282618301675
693,0.8499265745709693
694,0.7724265687266476
695,0.9197753485011968
696,1.521943497007354
697,0.9968386009263752
698,0.8499265745709693
699,
700,
701,
702,0.9355698273196454
703,
704,0.9236548699651753
705,0.8205792731105044
706,1.2841815306603723
707,
708,0.7191350531930303
709,0.9697133035586962
710,0.8473749268196734
711,0.9937482825909798
712,
713,
714,
715,1.1096761667859476
716,
717,0.9355698273196454
718,1.2964597296811455
719,0.8127042159920195
720,
721,
722,0.9918706778417603
723,0.8926968363905772
724,1.1188394442441143
725,1.3320282618301675
726,0.699712707617278
727,0.8499265745709693
728,0.8618727111611928
729,0.8906159414950875
730,1.0113780202211848
731,
732,1.0756972254868906
733,1.048948887246657
734,0.8961955889351001
735,1.2011877644938567
736,0.830060491100663
737,1.335982789132777
738,
739,0.7191350531930303
740,0.7971473374353616
741,1.2706102985109358
742,0.9624185418247031
743,0.8645529281625582
744,1.0417838937026698
745,0.8499265745709693
746,0.8205792731105044
747,0.7852651643995509
748,1.3229848080822741
749,0.9537227316863892
750,
751,0.8913985276563825
752,0.8205792731105044
753,0.8481195170074982
754,0.6571803963341273
755,1.1156700263524535
756,
757,0.9331401310538795
758,1.0357372459992058
759,
760,0.9624185418247031
761,0.9624185418247031
762,
763,
764,0.8906159414950875
765,1.521943497007354
766,0.9889392596674208
767,0.8906159414950875
768,0.8383475207491008
769,0.9937482825909798
770,0.9749529453825574
771,0.9937482825909798
772,0.7282498266657648
773,0.9937482825909798
774,
775,0.9968386009263752
776,0.8906159414950875
777,
778,0.8896751149270314
779,0.8473749268196734
780,
781,1.029288822525004
782,0.9946214913642932
783,1.071341270666554
784,
785,0.8763315642670002
786,1.567947624726326
787,
788,1.2402901920113742
789,1.3653278525601207
790,0.9908734557028879
791,0.82572014565412
792,1.0301932608479154
793,0.8896751149270314
794,
795,0.9937482825909798
796,0.9479279367937642
797,
798,0.9968386009263752
799,0.621714775610127
800,0.9025114814081737
801,0.8473749268196734
802,
803,0.9804018113578264
804,0.8906159414950875
805,0.8861709220453228
806,0.9498153753472102
807,
808,0.677652978685357
809,1.3320282618301675
810,
811,0.9937482825909798
812,
813,0.9593299836025868
814,0.8473749268196734
815,1.0504298120301352
816,1.0889815214649183
817,0.7282498266657648
818,
819,0.6571803963341273
820,0.9937482825909798
821,
822,1.1484626547613603
823,1.1154825087353528
824,0.8127042159920195
825,1.1055765762556458
826,0.8926968363905772
827,
828,
829,
830,0.7349238618495183
831,1.029288822525004
832,0.8618727111611928
833,0.7724265687266476
834,0.7282498266657648
835,0.9935549544711776
836,0.8127042159920195
837,0.999974047034032
838,0.9889392596674208
839,0.9498153753472102
840,0.8861709220453228
841,0.8618727111611928
842,1.2402901920113742
843,1.295760141590918
844,1.567947624726326
845,
846,0.8618727111611928
847,0.8906159414950875
848,1.082169965922149
849,0.8906159414950875
850,1.029288822525004
851,0.8012103487252669
852,1.3641291892800125
853,1.138983064026532
854,
855,
856,0.9355698273196454
857,1.2402901920113742
858,1.0136492983706644
859,
860,0.9889392596674208
861,0.8127042159920195
862,0.8347005901248613
863,0.8511127035520101
864,0.9537227316863892
865,0.9355698273196454
866,1.082169965922149
867,1.521943497007354
868,
869,0.984686529923491
870,0.999974047034032
871,0.7921586526572458
872,
873,0.9319825951894087
874,0.8763315642670002
875,1.2964597296811455
876,0.9537227316863892
877,0.8618727111611928
878,1.092970861021536
879,0.9537227316863892
880,0.6821386187790544
881,1.3403733270090687
882,0.9889392596674208
883,0.9937482825909798
884,1.241380037695732
885,
886,1.0756972254868906
887,
888,0.8127042159920195
889,
890,1.0417838937026698
891,
892,0.926321759298577
893,1.9074747215738785
894,0.8473749268196734
895,1.3403733270090687
896,
897,0.9355698273196454
898,0.9689894984234488
899,0.8632955509970406
900,1.092970861021536
901,0.9412715148791725
902,1.0408578167777027
903,1.2402901920113742
904,0.9889392596674208
905,1.029288822525004
906,1.0756972254868906
907,0.8473749268196734
908,0.9908734557028879
909,1.0756972254868906
910,
911,0.768219311198313
912,
913,0.6550907910344276
914,1.2911671784247394
915,
916,1.155261175771433
917,0.926321759298577
918,1.3320282618301675
919,1.138983064026532
920,1.3840978174045426
921,0.8499265745709693
922,0.8896751149270314
923,0.8347005901248613
924,0.9319825951894087
925,0.9937482825909798
926,0.9537227316863892
927,0.9937482825909798
928,0.9937482825909798
929,0.8127042159920195
930,
931,
932,1.029288822525004
933,1.092970861021536
934,0.8511127035520101
935,
936,1.2402654936186772
937,0.9355698273196454
938,1.029288822525004
939,0.9839188625463811
940,0.9412715148791725
941,1.446028123077973
942,1.2402901920113742
943,
944,1.092970861021536
945,
946,
947,0.8961955889351001
948,0.7349238618495183
949,
950,
951,
952,0.9331401310538795
953,1.0136492983706644
954,1.2402901920113742
955,
956,
957,0.8906159414950875
958,1.2011877644938567
959,
960,0.8205792731105044
961,
962,1.2902742619685397
963,0.8383475207491008
964,0.9037211736411396
965,0.8323408518405198
966,0.8763315642670002
967,
968,0.8926968363905772
969,
970,1.155261175771433
971,0.926321759298577
972,0.8499265745709693
973,0.9025114814081737
974,0.7282498266657648
975,1.0504298120301352
976,0.8618727111611928
977,1.239216264262984
978,0.9968386009263752
979,0.97954108647858
980,1.0504298120301352
981,1.0241591779693002
982,0.8618727111611928
983,0.8205792731105044
984,0.8481195170074982
985,0.8499265745709693
986,0.999974047034032
987,0.926321759298577
988,0.9937482825909798
989,
990,1.029288822525004
991,0.8896751149270314
992,0.9937482825909798
993,0.768219311198313
994,1.3641291892800125
995,1.048948887246657
996,1.263132966985211
997,1.1244312839997057
998,0.768219311198313
999,
1000,1.082169965922149
1001,1.0411816088175458
1002,0.8618727111611928
1003,1.2022432507902636
1004,0.9498153753472102
1005,1.1330547534550783
1006,0.8526836722854503
1007,
1008,0.9937482825909798
1009,0.997714525169119
1010,1.029288822525004
1011,0.999974047034032
1012,1.029288822525004
1013,1.2090075107021139
1014,1.029288822525004
1015,1.0985203876930745
1016,
1017,0.8763315642670002
1018,1.3840978174045426
1019,1.1188394442441143
1020,1.0504298120301352
1021,0.7191350531930303
1022,0.9537227316863892
1023,0.8618727111611928
1024,1.3840978174045426
1025,1.082169965922149
1026,
1027,1.0136492983706644
1028,
1029,0.9937482825909798
1030,
1031,
1032,1.290033623079511
1033,1.155261175771433
1034,1.029288822525004
1035,0.8526836722854503
1036,1.1068019836030392
1037,0.9593299836025868
1038,1.1244312839997057
1039,
1040,0.9236548699651753
1041,0.768219311198313
1042,
1043,1.0357372459992058
1044,1.029288822525004
1045,0.8383475207491008
1046,1.0417838937026698
1047,0.8926968363905772
1048,
1049,0.8906159414950875
1050,0.7875285116223916
1051,0.8896751149270314
1052,0.7143095838450516
1053,
1054,0.7541282131761298
1055,1.029288822525004
1056,1.2097337131768453
1057,0.8127042159920195
1058,0.97954108647858
1059,0.9355698273196454
1060,1.3610599467567015
1061,
1062,
1063,1.0756972254868906
1064,0.8906159414950875
1065,0.9037211736411396
1066,0.9624185418247031
1067,0.9937482825909798
1068,0.9937482825909798
1069,0.8127042159920195
1070,0.9937482825909798
1071,0.8553705676807353
1072,0.9839188625463811
1073,0.8383475207491008
1074,
1075,
1076,0.7724265687266476
1077,1.048948887246657
1078,0.997714525169119
1079,0.9937482825909798
1080,
1081,0.8618727111611928
1082,0.7600647116385132
1083,0.9479279367937642
1084,0.9009195304158544
1085,1.0241591779693002
1086,
1087,1.0417838937026698
1088,1.3320282618301675
1089,0.97954108647858
1090,0.8906159414950875
1091,0.9355698273196454
1092,
1093,0.8127042159920195
1094,0.8982895204935731
1095,
1096,
1097,
1098,0.7947090035914443
1099,0.9889392596674208
1100,1.1244312839997057
1101,0.5655904327566326
1102,0.9206557723349933
1103,0.9935549544711776
1104,0.6444041602489269
1105,1.3840978174045426
1106,0.9624185418247031
1107,1.143761800291074
1108,1.1624988073493252
1109,
1110,1.092970861021536
1111,1.1244312839997057
1112,0.621714775610127
1113,0.8906159414950875
1114,1.0999111163295796
1115,
1116,0.7947090035914443
1117,1.2402901920113742
1118,0.7541282131761298
1119,0.8722971593598836
1120,0.9937482825909798
1121,0.97954108647858
1122,1.082169965922149
1123,1.3840978174045426
1124,
1125,
1126,1.0301932608479154
1127,1.2402901920113742
1128,
1129,1.0408578167777027
1130,
1131,1.0756972254868906
1132,1.029288822525004
1133,1.2011877644938567
1134,0.7816500057520459
1135,
1136,0.8625376373025968
1137,0.9937482825909798
1138,1.2097337131768453
1139,0.9355698273196454
1140,1.082169965922149
1141,
1142,
1143,
1144,1.1494718113893807
1145,0.8495508839481009
1146,
1147,1.0759794163225114
1148,
1149,0.9889392596674208
1150,0.9412715148791725
1151,
1152,1.143761800291074
1153,1.155261175771433
1154,0.762700228094845
1155,0.7971473374353616
1156,1.1695280447632397
1157,1.1203001288607153
1158,0.997714525169119
1159,0.8961955889351001
1160,
1161,
1162,1.1188394442441143
1163,0.8763315642670002
1164,0.6550907910344276
1165,0.9412715148791725
1166,0.8618727111611928
1167,1.2011877644938567
1168,0.9624185418247031
1169,
1170,0.8913985276563825
1171,0.8672722842458317
1172,1.405010043579197
1173,1.1624988073493252
1174,1.092970861021536
1175,0.761245538376414
1176,0.7349238618495183
1177,0.8553705676807353
1178,1.2075998491487347
1179,
1180,1.029288822525004
1181,1.2011877644938567
1182,0.9946214913642932
1183,
1184,0.7191350531930303
1185,0.8481195170074982
1186,1.446028123077973
1187,0.8763315642670002
1188,1.2370704457758424
1189,1.4650270111075632
1190,1.3641291892800125
1191,1.2402654936186772
1192,1.0417838937026698
1193,0.8473749268196734
1194,
1195,0.8618727111611928
1196,1.2480605245108263
1197,
1198,1.2402901920113742
1199,
1200,0.9946214913642932
1201,
1202,
1203,
1204,1.1122552591021588
1205,1.1244312839997057
1206,
1207,0.7439997856976113
1208,0.8206598750765046
1209,0.8906159414950875
1210,
1211,0.9935549544711776
1212,0.9624185418247031
1213,0.9937482825909798
1214,0.9937482825909798
1215,
1216,0.8926968363905772
1217,0.9624185418247031
1218,0.9206557723349933
1219,
1220,1.0357372459992058
1221,0.8231310774434154
1222,0.9355698273196454
1223,
1224,0.9889392596674208
1225,0.7724265687266476
1226,0.7656110222257975
1227,1.2011877644938567
1228,1.1087019479772977
1229,1.1624988073493252
1230,0.9355698273196454
1231,0.9632642210867892
1232,0.9804018113578264
1233,1.1766789501257129
1234,1.0408578167777027
1235,1.290033623079511
1236,0.8913985276563825
1237,1.4650270111075632
1238,1.0598416311805414
1239,0.9996799583609051
1240,0.9946214913642932
1241,1.029288822525004
1242,0.8383475207491008
1243,
1244,
1245,0.9025114814081737
1246,1.0652343971399827
1247,
1248,
1249,1.3320282618301675
1250,0.8481195170074982
1251,1.0357372459992058
1252,0.8127042159920195
1253,0.9355698273196454
1254,0.8553705676807353
1255,
1256,0.8473749268196734
1257,0.8320218996605783
1258,1.1188394442441143
1259,0.9946214913642932
1260,0.8763315642670002
1261,1.082169965922149
1262,
1263,
1264,0.9498153753472102
1265,0.8127042159920195
1266,0.8205792731105044
1267,0.8473749268196734
1268,0.9889392596674208
1269,1.3840978174045426
1270,0.9083131492522732
1271,
1272,0.8625376373025968
1273,0.8926968363905772
1274,0.9206557723349933
1275,
1276,0.8074210641155689
1277,0.8926968363905772
1278,1.295760141590918
1279,1.2402901920113742
1280,
1281,0.9498153753472102
1282,1.0504298120301352
1283,1.0301932608479154
1284,0.9937482825909798
1285,0.9996799583609051
1286,1.2090075107021139
1287,1.029288822525004
1288,1.290033623079511
1289,1.0301932608479154
1290,
1291,
1292,
1293,1.0652343971399827
1294,
1295,1.5375447790789811
1296,1.3320282618301675
1297,0.9355698273196454
1298,
1299,
1300,1.0756972254868906
1301,
1302,1.048948887246657
1303,0.8473749268196734
1304,0.8553705676807353
1305,1.0668651136725604
1306,0.8913985276563825
1307,1.290033623079511
1308,
1309,
1310,1.290033623079511
1311,0.7724265687266476
1312,0.9946214913642932
1313,0.8473749268196734
1314,
1315,
1316,
1317,0.7354186112273943
1318,
1319,0.9497052790088754
1320,0.8906159414950875
1321,0.8271587592699589
1322,
1323,0.9908734557028879
1324,0.8481195170074982
1325,0.9355698273196454
1326,0.9968386009263752
1327,0.9697133035586962
1328,
1329,1.2402901920113742
1330,1.0663006742867975
1331,
1332,1.0756972254868906
1333,0.8347005901248613
1334,1.0598416311805414
1335,1.3641291892800125
1336,0.9937482825909798
1337,
1338,0.8526836722854503
1339,
1340,0.9937482825909798
1341,
1342,
1343,1.2011877644938567
1344,0.8473749268196734
1345,
1346,0.7191350531930303
1347,1.3403733270090687
1348,
1349,
1350,1.0301932608479154
1351,0.8271587592699589
1352,
1353,0.8906159414950875
1354,
1355,1.2011877644938567
1356,
1357,0.8127042159920195
1358,
1359,0.7282498266657648
1360,0.9355698273196454
1361,1.446028123077973
1362,0.9937482825909798
1363,0.7541282131761298
1364,0.8074210641155689
1365,1.1264181867561947
1366,1.4650270111075632
1367,1.082169965922149
1368,0.9697133035586962
1369,
1370,0.9355698273196454
1371,0.9083131492522732
1372,0.9889392596674208
1373,1.0301932608479154
1374,0.8625376373025968
1375,0.9355698273196454
1376,0.8511127035520101
1377,0.9624185418247031
1378,0.7852651643995509
1379,
1380,0.808303652084451
1381,0.9537227316863892
1382,
1383,1.446028123077973
1384,0.8861709220453228
1385,1.0999111163295796
1386,0.9937482825909798
1387,0.9037211736411396
1388,0.8383475207491008
1389,0.9236548699651753
1390,0.9498153753472102
1391,1.2964597296811455
1392,0.8861709220453228
1393,0.9889392596674208
1394,
1395,0.8012103487252669
1396,1.1695280447632397
1397,0.9996799583609051
1398,0.912752777910662
1399,0.8926968363905772
1400,
1401,1.082169965922149
1402,
1403,
1404,
1405,1.029288822525004
1406,0.9037211736411396
1407,
1408,0.8373737356765276
1409,
1410,1.0408578167777027
1411,
1412,0.5684199137467933
1413,1.082169965922149
1414,0.8906159414950875
1415,0.8473749268196734
1416,
1417,0.9946214913642932
1418,
1419,1.0408578167777027
1420,0.8961955889351001
1421,0.9206557723349933
1422,
1423,
1424,0.8906159414950875
1425,1.290033623079511
1426,1.2402901920113742
1427,0.8926968363905772
1428,0.9889392596674208
1429,0.9236548699651753
1430,1.2259146761748467
1431,1.0985203876930745
1432,0.8205792731105044
1433,1.1087019479772977
1434,1.0357372459992058
1435,1.290033623079511
1436,0.7191350531930303
1437,0.8206598750765046
1438,0.9937482825909798
1439,
1440,1.082169965922149
1441,0.9009195304158544
1442,0.5888876916114907
1443,0.9537227316863892
1444,0.9937482825909798
1445,0.9889392596674208
1446,1.1087019479772977
1447,0.9498153753472102
1448,1.092970861021536
1449,0.9355698273196454
1450,
1451,0.8127042159920195
1452,0.7971473374353616
1453,1.2075998491487347
1454,1.029288822525004
1455,0.5888876916114907
1456,1.1087019479772977
1457,
1458,0.8473749268196734
1459,0.926321759298577
1460,1.1264181867561947
1461,0.8618727111611928
1462,1.0598416311805414
1463,0.8625376373025968
1464,0.7354186112273943
1465,0.9083131492522732
1466,0.9632642210867892
1467,0.6571803963341273
1468,1.0889815214649183
1469,1.0999111163295796
1470,1.4255773182419702
1471,0.8816722332711693
1472,1.1324675152929327
1473,0.9355698273196454
1474,0.9037211736411396
1475,1.1324557634565005
1476,1.1484626547613603
1477,1.2402901920113742
1478,1.2480605245108263
1479,0.768219311198313
1480,1.0939312568899255
1481,
1482,0.9889392596674208
1483,1.1055765762556458
1484,1.3211399216897515
1485,1.446028123077973
1486,0.9083131492522732
1487,0.9331401310538795
1488,1.0756972254868906
1489,1.138983064026532
1490,0.7541282131761298
1491,
1492,0.9097479081560307
1493,
1494,
1495,
1496,0.9355698273196454
